id;artist;category;genre;title;year
104781;alex britti;rock;pop;la vasca;2001
104782;tobias sammet;rock;metal;avantasia the metal opera pt ii;2002
104783;various;rock;pop;hit factory vol 3;1989
104784;asfalto;rock;rock;el planeta de los locos;1994
104785;the osbournes;rock;;tv compilation;
104786;ã â âµâµã ã â¹ãªâµã ;rock;rock;an urbanite;2001
104787;rage;rock;hard rock;unitiy limited edition ;
104788;phallus dei;rock;;adorations;
104789;tori amos;rock;;unplugged;
104790;morgain;rock;rock;sad memories of fairies;1999
104791;asphalt;rock;hardcore;357 knockout;1994
104792;nucleus;rock;;the next generation;
104793;rush live ;rock;rock;in a phosphorescent wave disc 2;1994
104794;men of porn;rock;stoner;american style;1999
104795;mansun;rock;;six;
104796;grateful dead;rock;;colgate university 11 04 77 cd3;
104797;arc angels;rock;;arc angels;
104798;abbacadabra;rock;dance;revival flight 2;1998
104799;dave mason santana;rock;;california jam 2 disc 2;
104800;dave bainbridge david fitzgerald david adam;rock;rock;the eye of the eagle;2001
104801;desperado;rock;rock;bloodied but unbowed;
104802;dave stewart;rock;rock;greetings from the gutter;1994
104803;queensryche;rock;;road to the promised land;
104804;supertramp;rock;rock;soap box opera;
104805;the beatles;rock;;back track;
104806;travoltas;rock;pop;club nouveau;2001
104807;korn;rock;rock;untouchables;2002
104808;primal scream;rock;rock;screamadelica;1992
104809;cabaret voltaire;rock;rock;body and soul;1991
104810;pã l utcai fiãºk;rock;rock;szajhã k partizã nok;
104811;mogwai;rock;post rock;come on die young;1999
104812;bethany curve;rock;;gold;
104813;wilco;rock;rock;a ghost is born;2004
104814;talking heads;rock;new wave;stop making noise;1992
104815;cassius;rock;electronic;au rãªve;2002
104816;crumbsuckers;rock;metal;beast on my back life of dreams;1991
104817;thunder;rock;rock;laughing on judgment day;1992
104818;ã ã ã³ ã²ã ã ãº ã ãºã ã ã ã ã ã ã²ã ã ã ãº ã ã ã ã ã ;rock;rock;ã ãºã ã ã ã ã ã¹ã ;
104819;hawkwind;rock;space;golden void 1969 1979 disk 1;1999
104820;kruder dorfmeister;rock;trip hop;the k d sessions cd1;1998
104821;various;rock;;whole9yards;
104823;various;rock;drum bass;anokha soundz of the asian underground;1997
104824;marillion;rock;;zodiac;
104825;tangerine dream;rock;electronic;sonic render throbbing up polyphony score;1999
104826;ivan smagghe;rock;electronic;death disco;2003
104827;various artists;rock;house;freedom thee sound of zen disc 2;1998
104828;sideburn;rock;rock;trying to burn the sun;
104829;caravan;rock;rock;songs for oblivion fishermen;1998
104830;various artists;rock;;surf fiction;
104831;peter hammill;rock;rock;room temperature live disk 2;
104832;secret silence;rock;;return;
104833;electrasy;rock;;beautiful insane;
104834;passing thru;rock;christian rock;transport;2001
104835;metallica;rock;;st anger;
104836;metallica;rock;;heavy best;
104837;candlebox;rock;rock;keepers of the flame;1994
104838;razormaid;rock;techno;slow cd 04;
104839;various artists;rock;;dj box cd2;1994
104840;underworld;rock;electronic;miscellaneous tracks ii;2003
104841;syd barrett;rock;psychedelic rock;have you got it yet disc 2;
104842;ã ã ã ã ã ã ã ã ã ã ã ã ã ã²ã ã ã ;rock;retro;ã ã ã ã ãˆ ãž ã ã ã ã ãˆã ã ;2003
104843;dream theater;rock;progressive rock;the making of scenes from a memory;2003
104844;cliff richard;rock;rock roll;i m nearly famous 21 today;1976
104845;backfire;rock;;rebel 4 life;
104846;the beatles;rock;;the beatles vol 9;
104847;various artists;rock;oldies;good time oldies;
104848;bonecrusher;rock;rock;world of pain;1994
104849;the big crap scare;rock;punk rock;dead by dawn chromium destroyer vs the 35 ft machine what poops onto a conveyor belt;2002
104850;various artists;rock;;sing and dance to the fabulous 50 s disc 2;
104851;various artists;rock;;originals still the greatest vol iv 1965 69;
104852;u k subs;rock;;diminished responsibility;
104853;great lakes;rock;rock;great lakes;2000
104854;segismundo toxicã³mano;rock;punk rock;segismundo toxicã³mano;1998
104855;constraint;rock;;and what we do always changes;
104856;robert goulet;rock;easy listening;this christmas i spend with you;1994
104857;robbespeirres;rock;repetista;repentista;1998
104858;carnal forge;rock;thrash metal;firedemon;
104859;stefanie hertel;rock;other;stille nacht heilige nacht;1992
104860;walter clevenger;rock;;the man with the x ray eyes;
104861;peter tork;rock;rock;stranger things have happened;1994
104862;various;rock;;the best rock n roll album of all time disc 2;
104863;the teflon dons;rock;punk rock;low times;
104864;q and not u;rock;rock;different damage;2002
104866;flitter;rock;rock;fliter;
104868;teisco del rey;rock;;the many moods of teisco del ray;
104869;section hate;rock;metal;preface to a ten volume suicide note;2003
104870;various artists;rock;alternrock;cd baby compilation audio adrenaline;
104871;l amourder;rock;rock;shit hot;1987
104872;ã ã ã ã ã ã ã ã³ãªã ã ;rock;;ã ã ã ã ã ãªã ãˆ ã ã ã ã¼;
104873;sugarbombs;rock;;tear their world down build up your own;
104874;the pursuit of happiness;rock;;one sided story;
104875;herbert grã nemeyer;rock;pop;4630 bochum;1984
104876;eva ayllon;rock;latin;ritmo color y sabor;
104877;stephen marq;rock;instrumental;time with you;1998
104878;brad sucks;rock;;i don t know what i m doing;
104879;svensk pop;rock;instrumental pop;flickor och kã rlek;2000
104880;lou reed;rock;rock;the blue mask;1982
104881;woosley band;rock;rock;marvelling at the rings;2002
104882;tommy keene;rock;rock;ten years after;1996
104883;ali primera;rock;latin;ali;
104884;obd;rock;rock;zdravã ;1996
104885;sex pistols;rock;rock;live and loud ;
104886;various;rock;easy listening;the power of love;1998
104887;paradise lost;rock;;believe in nothing;
104888;â³â â ãšâ j;rock;pop;â â â aâ yâ² ;
104889;the dambuilders;rock;rock;god dambuilders bless america;1997
104890;lucy kaplansky;rock;folk;the tide;1994
104891;alice cooper;rock;;the el paso show;
104893;static x;rock;metal;machine;
104894;robbie nevil;rock;jazz pop;a place like this;1988
104895;rpwl;rock;progressive rock;stock;2003
104896;the countdown singers;rock;;parade of the 70 s disc 3;
104898;jeffrey foskett;rock;;cool and gone gone gone ;
104899;the breeze;rock;beach;something serious;1995
104900;hypnolovewheel;rock;;altered states;
104901;good charlotte;rock;punk rock;good charlotte;2000
104902;the nubiles;rock;;mindblender;
104903;peter maffay;rock;;du bist wie ein lied;
104904;sissel kyrkjebã ;rock;ballad;sissel;1992
104905;edin adahl;rock;;into my soul;
104906;black sun ensemble;rock;;elemental forces;
104907;louise carver;rock;pop;mirrors and windows;1998
104908;paul shortino;rock;hard rock;back on track;1993
104909;atomic bishop;rock;rock;rare studio tracks;1996
104910;marquis de sade;rock;;dantzig twist;
104911;t bone burnett;rock;folk rock;trap door behind the trap door;1982
104912;extra fancy;rock;;sinnerman;
104913;the low and sweet orchestra;rock;other;goodbye to all that promotional ;1996
104914;illã s;rock;;illã s 96 1;
104915;paul sebastian;rock;rock;palingenesis;1999
104916;better than ezra;rock;power pop;friction baby;1996
104917;bee gees;rock;pop;e s p;1987
104919;cruachan;rock;folk metal;the middle kingdom;1999
104920;phil keaggy wes king scott dentã ;rock;rock;invention;1997
104922;dave debs;rock;;love that drive;
104923;sanya sabina;rock;acoustic;concierto acustico;
104925;el ultimo de la fila;rock;rock;astronomia razonable;1993
104926;john hiatt;rock;;slow turning;
104927;various;rock;rock;the 80 s collection 1989 cd 2;1989
104928;terje tysland;rock;rock;best i levende live;1990
104929;michael w smith;rock;contemporary christian;change your world;1992
104930;kelly keagy;rock;;time passes;
104931;airborne;rock;grunge;isolated;
104932;heaven s cry;rock;progressive rock;primal power addiction;2002
104933;innocence;rock;;belief;
104934;donkey skonk;rock;ska;help or fight babylon;2003
104935;splendora;rock;;in the grass;
104936;d d e;rock;rock;rai 2;
104937;alizã e;rock;disco;remixes gourmands 2;2002
104938;queensryche;rock;;speak the word;
104940;riccardo mei;rock;instrumental rock;witchcraft ;
104941;judie tzuke;rock;rock;turning stones;1989
104944;king leoric;rock;;piece of past;
104945;various;rock;;hammer offroad tracks 62;
104946;alice cooper;rock;hard rock;brutally live 19 06 00 london disc 1;2000
104947;ã â â ã â ã â å½ã å¾â³;rock;jpop;baby leaf;
104948;phil collins;rock;pop;live;1991
104949;mark boals;rock;metal;ring of fire;
104950;radiohead;rock;;globen 2001 cd1;2001
104951;diamond shell;rock;hip hop;the grand imperial diamond shell;1991
104952;twiggy;rock;pop;tu encanto;1997
104953;monsieur blumenberg;rock;;musique et couleurs;
104954;sefronia;rock;;mãºsica contra osopetos;
104955;the nice;rock;;the immediate years disc one ;
104956;ritchie blackmore s rainbow;rock;;stranger in us all;1995
104957;refused;rock;punk;the shape of punk to come;1997
104959;rollover;rock;;rollover;
104960;various bored generation;rock;;various bored generation;
104961;howie b;rock;techno;turn the dark off;1997
104962;keith urban;rock;rock;golden road;
104965;the eagles;rock;pop;ballad for you;
104966;the go betweensns;rock;;bellavista terrace the best of the go betweens;
104967;max bacon;rock;;the higher you climb;
104968;henk westbroek;rock;;de hemel;
104969;michael stanley band;rock;;msb;
104970;the rolling stones;rock;rock;rewind;1986
104971;taken back;rock;christian rock;my only;2003
104972;elo;rock;rock;the bbc sessions;1974
104974;the real thing;rock;soul;the best of the real thing;1976
104975;dimmu borgir;rock;black metal;puritanical euphoric misanthropia;2001
104976;yanni;rock;pop;my world in music the collection;1993
104977;bob dylan;rock;rock;23 june 1981 colombes france disc 2;1981
104979;tomã s san miguel con jorge pardo;rock;instrumental;vida en catedrales;1993
104980;spice;rock;acid jazz;vario bel air;1996
104981;various;rock;rock;ida music to grow by iv;1997
104982;various artists;rock;heavy metal;tribute to judas priest volume i ;1996
104983;manzanera mackay;rock;;up in smoke;
104984;emperor;rock;black metal;anthems to the welkin at dusk;1998
104985;various;rock;;nova norvegia get into the arctic groove;
104986;msso;rock;;vol 5 guitar calssics;
104987;spin 1ne 2wo;rock;;spin 1ne 2wo;
104988;jude;rock;rock;charming bloody tuesday;2002
104989;loretta;rock;rock;the translation;2003
104991;inner city;rock;techno;praise;1992
104992;satan;rock;;into the future suspended sentence;
104993;various artists;rock;;juara balada rock;
104994;melissa etheridge;rock;rock;concert 101 live from minnesota;1994
104995;simply red;rock;;greatest hits;
104996;tim hughes tehillah toronto owen hurter03;rock;christian rock;this is life fresh wind 2003;2003
104997;installed updates ;rock;;virtual server;
104998;bob catley;rock;hard rock melã³dico;when empires burn;2003
104999;compilation;rock;dance;techno flashhouse;
105001;roger waters;rock;rock;pros and cons at the spectrum 24 july 1984;1984
105002;dj dask;rock;r b;the best of r b 2003;2003
105003;miasma;rock;death metal;changes love songs;1991
105005;shogo hamada;rock;rock;the gate of the promised land remastered ;1999
105006;bob dylan;rock;rock roll;2003 08 17 wallingford ct d1 oakdale theater;2003
105007;echolyn;rock;;echolyn;
105008;ringo starr;rock;;tv and radio ringo;1991
105009;various;rock;dance;just seventeen get kickin cd 1;
105010;the damage manual;rock;rock;the damage manual;2000
105011;antiseen;rock;;15 minutes of fame 15 years of infamy;
105012;techno;rock;top 40;trance storm vol 1 cd 2;2001
105014;the wax bean orchard;rock;;rainbow love clay;1993
105015;elvis presley;rock;pop;the paradise hawaiian style sessions;
105016;guns n rosesisc 1;rock;;god save the queen wembley 13th june 1992 disc 1;
105017;various;rock;;bessere zeiten klingen gut l age d or kompilation cd 1;
105018;dire straits;rock;rock roll;alchemy live cd2;1984
105019;marilyn manson;rock;;the antichrist dance;
105020;various;rock;dark ambient;v a chaos 2002 ltd to 333;2002
105021;grin nils lofgren ;rock;rock;this one s a rocker;1972
105022;various;rock;soul;the complete stax volt singles 1959 1968 disc 5;1991
105023;bob dylan;rock;;bob dylan usa april may 2001 compilation;
105024;george michael;rock;rock;dance remixes;
105025;various;rock;alternative;hvy 16 sumosonic;2003
105026;peter mcnab;rock;other;enriching relationships;
105027;porcupine tree;rock;psychedelic rock;the dream tree;
105028;hideaki tokunaga;rock;pop;ichigoichie disk 5;2001
105029;kinoro shel rothschild;rock;electronic;pop ka ved;2003
105030;rane;rock;;live at cheney hall 12 28 02;
105031;various;rock;;the best of woodstock;
105032;various;rock;;hot tracks roadkill 2 13;
105033;material;rock;;the best of material;
105034;bruce springsteen and friendsconvention hall december 3 2001;rock;;christmas show asbury park convention hall december 3 2001;
105035;man;rock;;three decades disc 2;
105036;connie francis;rock;;souvenirs disc 3;
105037;various;rock;;clubbed out cd2;
105038;morsgatt;rock;gore metal;kick ass undress;
105039;youth of today;rock;;we re not in this alone;
105040;the mansfields;rock;punk;sappy songs for summer nights;
105041;beatles;rock;rock;the beatles frank ifield on stage us mono lp ;1964
105042;del shannon;rock;oldies;greatest hits;
105043;various artists;rock;;pistol grip fully loaded split;
105044;robert gordon;rock;;too fast to live too young to die;
105045;venerea;rock;punk rock;shake your booty;
105046;cooter;rock;;looking up;
105047;sandie shaw;rock;pop;love letters;
105048;buffalo springfield;rock;folk rock;buffalo springfield;1967
105049;marvin gaye;rock;pop;marvin gaye and his girls;1969
105050;cosa nostra;rock;punk;gudfadern;
105051;apulanta;rock;;ehjã ;
105052;marshall crenshaw;rock;rock;marshall crenshaw;1982
105053;turtlehead;rock;punk rock;i preferred their earlier stuff;1998
105054;le mans 1986;rock;;le mans;
105055;chubby checker;rock;;twistin the hits;
105056;buzz spectors;rock;punk rock;dangerous playground equipment;
105058;various artists;rock;oldies;a successful track record;1992
105059;baby bird;rock;;greatest hits cd 2;
105061;flipp;rock;;flipp;
105062;the sounds;rock;rock;living in america;2002
105063;mogue doyle;rock;;mogue doyle;
105064;dimple minds;rock;punk rock;durstige mã nner;1990
105065;hladno pivo;rock;rock;pobjeda;
105066;ã ã ã ãªã ã ã ã ã ã ã ã½ã ã²ã ãªã ã ;rock;rock;ã ã ã ã¹ã ã ã ã ã²ã ã³ã ã ã ;1993
105067;the who;rock;rock;the who sell out;1967
105068;kenny rogers;rock;;lucille and other classics;
105069;the w s;rock;rock;trouble with x;2001
105070;the beatles;rock;classic rock;the black album disc 3;
105071;thomas fersen;rock;chanson;le jour du poisson;1997
105072;carole king;rock;;music;
105073;matthias meyer gã llner;rock;other;so ein haus voll kuscheltiere;2001
105074;stjã³rnin;rock;pop;eitt lag enn;1990
105075;the selecter;rock;;too much pressure;
105076;ã ã ãªã²ã ã ãƒã ã ã ;rock;punk rock;ãƒã³ã ã ã ã ã³ã ã ãª ;1992
105077;u2;rock;rock;october;1981
105078;paralamas;rock;;paralamas 9 lunas;
105079;stranglers;rock;punk rock;no more heroes;1977
105080;william;rock;rock;william;1990
105081;tv smith s cheap;rock;;rip everything must go;
105082;e sir;rock;club;tumefika;2003
105083;disney;rock;disco;party beats;2003
105084;ian dury;rock;;apples;
105085;beach boys;rock;rock;live in connecticut 1973 disc 2;1973
105086;the ladybug transistor;rock;pop;the ladybug transistor;2003
105087;sven ingvars;rock;dansband;byns enda blondin;1994
105088;super grupo colombia;rock;other;cumbia del monte;2003
105089;dead flowers;rock;;dead flowers;
105090;faith or fear;rock;;punishment area;
105091;years of static;rock;;this is not a test;
105092;tom jones;rock;rock;mr jones;2002
105093;james reyne;rock;;hard reyne;
105094;him;rock;gothic rock;razorblade romance limited edition ;2000
105095;the j j paradise players club;rock;;wine cooler blowout;
105096;jean paul sartre experience;rock;rock;jean paul sartre experience;1994
105097;malconsejo;rock;pop;una hora sin television;1997
105098;ã ã ã ã²ã ã ã ã ;rock;hard rock;ã ã ã ã ã ã³ ã ã¾ã ã ã ã¼ ;2004
105099;clark yost;rock;;too much fun in a no fun zone;
105100;ted gã rdestad;rock;pop;stormvarning;1981
105101;luscious jackson;rock;rock;fever in fever out;2003
105102;various;rock;;best of rock rock n roll cd 1;
105103;zap mama;rock;hip hop;a ma zone;2000
105104;mr blackwell;rock;rock;soul man;
105105;lifter puller;rock;;lifter puller;
105106;sloan;rock;rock;pretty together;2001
105107;th dudes;rock;;so you wanna be a rock n roll star;
105108;wilmer x;rock;rock;mambo feber cd 1;1991
105109;various;rock;;noise annoys;
105110;brokeback;rock;pop;looks at the bird;2003
105111;54 40;rock;rock;show me;
105112;sautanz;rock;folk rock;oben auf ;1998
105113;saint etienne;rock;indie;fox base alpha;1991
105114;king barbecue;rock;rock;the tide;1998
105115;korovakill;rock;;waterhells;
105116;jimmy little;rock;rock;messenger;1999
105117;various artists;rock;southern rock;southern rock;1997
105118;gen rosso ciro;rock;softs n ballads;gen rosso 1;1992
105119;sheldon;rock;rock;psycho de lia;1997
105120;south;rock;rock;with the tides;2003
105122;27 devils joking;rock;punk;spreading the love vibration;1992
105123;alluminogeni;rock;progressive rock;green grapes;1971
105125;mã³a;rock;rock;universal;1999
105126;ford lita;rock;hard rock;stiletto;1990
105129;misanthrope;rock;metal;sadistic sex daemon cd1;2003
105130;wilmer x;rock;rock;primitiv;1998
105131;ã ã ã ã ã³ãª;rock;instrumental rock;ãžã ã ã ã ãªã ã ã ã ã ã ã ;2002
105132;minimal compact;rock;;the figure one cuts;
105133;freak kitchen;rock;rock;junk tooth;1997
105134;merczrioucromos;rock;;cromoterapia;
105135;todd duane;rock;instrumental rock;todd duane;1995
105136;alan frew;rock;pop;wonderland;2000
105137;vixen;rock;rock;rev it up;1990
105138;elaine paige;rock;;love can do that;
105139;law and order;rock;;rites of passage;
105140;mudhoney;rock;rock;fuzzbusters;
105141;marc olsen;rock;rock;didn t ever hasn t since;
105142;palatine the factory story various s;rock;;volume 1 tears in their eyes;
105143;cugini di campagna;rock;pop;anima mia successi;1997
105144;burnin red ivanhoe;rock;progressive rock;burnin red ivanhoe;1970
105145;toto;rock;rock;greatest hits cd 2;1996
105147;elisel;rock;;ironie du sort;
105148;ã ã ã ã ã ã ã ;rock;;ã ã ã ã ã ã ã ã ã ã ã ãª;
105149;green;rock;progressive rock;life;2003
105151;anubi;rock;metal;kai pilnaties akis uã¾merks mirtis;1997
105153;betty legler;rock;;now ;
105155;sharkbrother;rock;;taj mahala;
105156;ãšã ã ã ã ã ã ;rock;electronic;ã ã ã ã ãªã ã ;1998
105158;pale;rock;hard rock;bikerfest 08 06 02 cd1;2002
105159; ;rock;; ;
105160;jethro tull;rock;;tales from the crystal flute;
105161;muertos una vez;rock;rock;vago;2003
105162;saez;rock;rock;jours etranges;1999
105163;daryl hall;rock;pop;soul alone;1993
105164;various;rock;;john jacobs and the power team soundtrack;
105165;gang;rock;;le radici e le ali;
105166;creed;rock;rock;human clay;1999
105167;derringer;rock;rock;live at the paradise theater;1978
105168;bryan ferry;rock;rock;aphrodisiac disc 2;1988
105169;taraxacum;rock;metal;rainmaker;2003
105170;michael benson;rock;;sunlight of the heart;
105172;icehouse;rock;;man of colours;
105173;my life story;rock;rock;the golden mile;
105174;crowded house;rock;rock;live at the hanover grand disc 1;
105175;various artists;rock;soul;heart of soul classics;2000
105176;brian flynn;rock;;for the folks;
105177;bonobos;rock;pop;hover hover;2004
105178;wayne morris band;rock;rock roll;let yourself go ;2002
105179;various;rock;soul;electric soul;2003
105180;nikolo kotzev s;rock;rock;nostradamus cd 1 2001;2001
105181;kidneythieves;rock;rock;zerospace;2001
105182;an pierlã ;rock;rock;helium sunset;2002
105183;lisa palea;rock;other;the edge of the bed cyborgasm 2;1994
105184;papa mali;rock;funk;thunder chicken;2000
105185;promoe;rock;hip hop;the long distance runner;2004
105186;robby valentine;rock;pop;valentine 1;1996
105187;trend sounds;rock;;trend sounds;
105188;big figures;rock;rap;game tight volume 1;2000
105189;various;rock;metal;off road tracks spezial vol 50;2001
105190;forever changed;rock;rock;drifting into amazing;2002
105191;bon jovi;rock;rock;crush;2000
105192;overbass;rock;alternrock;libertad;1999
105193;still under the limit;rock;rock;still under the limit;2000
105195;texas chopped;rock;rap;111 coast game vol 1;
105196;revival;rock;techno;vol3 cd2;2003
105197;soulhat;rock;;good to be gone;
105198;jimi hendrix;rock;;gypsy sun and rainbows disc 2;
105199;aborym;rock;black metal;with no human intervention;2002
105200;pantera;rock;;hellbound 4;
105201;toby emerson;rock;techno;phuture;2003
105202;alice in chains;rock;alt rock;little red rooster;1993
105203;the sisters of mercy;rock;;some boys wander by mistake rel 1;
105204;various;rock;techno;techno explosion cd1;1997
105205;extreme;rock;hard rock;waiting for the punchline;1995
105206;megan metcalfe;rock;;megan metcalfe;
105207;de driestar;rock;other;ook uit de mond der kinderen 2 1;
105208;pearl jam;rock;rock;paris2;2000
105209;kansas;rock;;down the road bootleg ;
105211;n e r d ;rock;hip hop;fly or die;2004
105212;white lion;rock;metal;the best of white lion;1992
105213;slipknot;rock;metal;iowa;2001
105214;savatage;rock;hard rock;streets a rock opera;1991
105215;peter maffay;rock;pop;tabaluga und das verschenkte glã¼ck;2002
105216;el otro yo;rock;;contagiandose la alegria del otro;
105217;gary numan;rock;alternative;desire;2001
105218;zebra head;rock;;playmate of the year;
105219;phil collins;rock;;megamix;
105220;sonny thomson;rock;;the ep collection;
105221;white zombie;rock;heavy metal;black plague;1995
105222;patti smith;rock;rock;land 1975 2002 disc 2;
105223;rough silk;rock;metal;wheels of time cd1;
105224;various;rock;;the crystal horizon shadows of winter vol 2;2003
105225;gorillaz;rock;rock;g sides japanese ;2001
105226;swans;rock;;children of god;
105227;melissa etheridge;rock;rock;precious pain boulder colorado oct 1 1989;1989
105228;prevailing word chorus choir live the;rock;contemporary christian;living as disciples;1999
105229;band of gypsys;rock;classic rock;12 31 69 fillmore east new york city ny;1968
105230;david piccioni;rock;house;azuli presents miami 2003 cd 1;2003
105231;disco classics;rock;disco;disco classics;
105232;vanya shtereva;rock;undefined;in vitro;2003
105233;dj satori;rock;techno;tribal mix sessions voã 1;2002
105234;deep purple;rock;hard rock;black night over europe;1991
105235;sting;rock;rock;montreaux 91;1991
105236;various artists;rock;;the best of the sound of sunshine;
105237;various;rock;rock;atlantic rhythm blues 6;2002
105238;extreme;rock;;holland 1991;1991
105240;metallica;rock;;metallica mega mix;
105241;depeche mode;rock;;music for the masses limited remix edition;
105242;black sabbath;rock;hard rock;night terrors west palm beach 13 07 01;2001
105243;the fat nuns;rock;punk;rusevine;
105244;johnny and the hurricanes;rock;;johnny and the hurricanes;
105245;the subsonics;rock;;follow me down;
105246;no use for a name;rock;punk rock;leche con carne ;
105247;the screws;rock;punk;present 12 new hate filled classics;1999
105248;y o g;rock;hip hop;don squad productions vol 00001;
105249;earthmover;rock;hardcore;death carved in every word;
105250;johnny the hurricanes;rock;;gold;
105251;saves the day;rock;punk;stay what you are;2001
105252;richard gotainer;rock;;les quatre saisons;
105253;velocity girl;rock;;â simpatico ;
105254;neuza;rock;portuguesa;o teu melhor abrigo;
105255;various;rock;oldies;super hits of the 70 have a nice day vol 1;
105256;cessna;rock;;terminus;
105257;beach boys;rock;;sunflower;
105258;puerkoespin;rock;;locuras del capital;
105259;big star;rock;;1 record 20 bit remaster;
105260;various artists;rock;classic pop;the greatest hits of the 70 s;1970
105261;stories;rock;classic rock;about us;1996
105262;various;rock;rock roll;rediscover the 60 s disk2;
105264;cream;rock;rock;the best;
105265;sludgeworth;rock;;what s this ;
105267;smã lferne;rock;julemusik;jul med smã lferne;1996
105268;various;rock;classic rock;super 70 s vol 5;1994
105269;ugly kid joe;rock;rock;motel california;1996
105270;the proxy decoys;rock;;some assembly required;
105271;various;rock;gothic punk;psychokiller quã st que cã st part two;
105272;botellita de jerez;rock;;la venganza del hijo del guacarock;
105273;jimmy ruffin;rock;techno industrial;son of a preacher man;
105275;the silos;rock;;the silos;
105276;â³â â ãšâ j;rock;pop;â xâ ã ã ã âªâºâ ã¹â ;1980
105278;two bit thief;rock;;another sad story in the big city;
105279;era;rock;electronic;era;1996
105280;roxette;rock;rock;room service;
105281;kim boyce;rock;rock;this i know;1990
105282;begee;rock;gangsta rap;black gorilla mila tactics;1996
105283;madness;rock;ska;keep moving;1984
105284;pink floyd;rock;;the final cut;
105285;juanes;rock;latin;un dia normal;2002
105286;sheltering sky;rock;rock;hot hazy and human;1992
105287;scissor sisters;rock;pop funk;scissor sisters;2004
105288;allegro;rock;metal;allegro;
105290;biohazard;rock;rock;new world disorder;1999
105291;aa vv ;rock;pop;bmg ottobre 2003;2003
105292;ãœâ ã â½ã ã ;rock;pop;â â â ã ã â ã ã lorelei;1985
105293;udo lindenberg;rock;rock;udopia;1981
105294;wilco;rock;;a m ;
105295;88nã o;rock;;quanta cerveja;
105297;susanna hoffs;rock;pop;when you re a boy;
105298;razz;rock;hip hop;kast dine hã nder op;2003
105299;sacco mancetti;rock;;supersonic;
105300;frank zappa;rock;;thing fish part 1;
105301;dust from gold;rock;electronic;the laboratory modified perceptions;1998
105302;hulk;rock;;hulk;
105303;tezkej pokondr;rock;pop;vic nez gottzila;
105304; else;rock;rock;new machinegun etiquette;
105305;the dogs;rock;rap;beware of the dogs;1991
105306;organization s f ;rock;alternative metal;savor the flavor;1995
105307;bruce springsteen;rock;;born in the u s a ;1984
105308;silvina garre;rock;musical;lo mejor de los mejores emi100 centenary collection;
105309;martin smith;rock;pop;bitter sun after dark;1990
105310;stone temple pilots;rock;rock;shangri la dee da;2001
105311;barry michelle patterson;rock;;birth;
105312;frank boeijen groep;rock;;1;
105313;elvis costello the attractions;rock;rock;blood chocolate;1986
105314;eden s poets;rock;;garden;
105315;gigi d alessio;rock;pop;buona vita cd 2;2003
105316;mercy me;rock;; and the devil makes seven;
105317;stan bush;rock;;dial 828 888 8638;
105318;â ã¹â¼wâ â ;rock;easy listening;â aã ã²â â â½tâºã â ã ;
105319;headstone epitaph;rock;;power games;
105320;various;rock;electronic;trax sampler 058;2002
105321;joe cocker;rock;rock;one night of sin;1989
105322;ace of base;rock;dance;happy nation;1993
105324;soul coughing;rock;;irresistible bliss japanese import disc 1;
105326;puhdys;rock;;rock aus deutschland vol 19 cd 1;
105327;jule neigel band;rock;;sphinx;
105328;gary barlow;rock;pop;open road;1997
105329;eddy herrera;rock;latin;los hombres calientes;1996
105330;colin linden;rock;;when the spirit comes;
105331;various artists;rock;instrumental;synthesizer greats;
105332;leanan sidhe;rock;metal;nightmare be thy name;2002
105333;willi jones;rock;;willi jones;
105334;ã ã ãžâº;rock;rock;ã ã ã â ã ãª cd2;2002
105335;johnny socko;rock;rock;quatro;1999
105337;puddle of mudd;rock;rock;come clean;2002
105338;amaral;rock;pop;estrella de mar;2002
105339;lunapop;rock;pop folk;squerez;2000
105340;grave digger;rock;heavy metal;knights of the cross;1998
105341;shy;rock;hard rock;excess all areas;1987
105342;calla;rock;rock;calla;1999
105343;jamiroquai;rock;hip hop;synkronized;1999
105344;stryper;rock;rock;can t stop the rock the stryper collection 1984 1991;1991
105345;soundgarden;rock;rock;louder than love;1989
105346;various artists;rock;rock;modern rock dance disc 2;1999
105347;fool s garden;rock;;once in a blue moon;
105348;bonnie raitt;rock;rock;luck of the draw;1991
105349;ã ã ã ã ã ã ;rock;pop;ã ã ã ã ã ã ã ã ã ;2000
105350;baxendale;rock;britpop;you will have your revenge;1999
105351;pitbull daycare;rock;rock;six six sex;1998
105352;various;rock;;music for special moments;
105353;heinrich beats the drum;rock;;forever in dust;
105354; green fuse ;rock;rock;jam sessions;2002
105355;various artists;rock;rock;1997 grammy nominees;1997
105356;pearl jam;rock;rock;no code;1996
105357;u2;rock;rock;hits cd 2;
105358;various artists;rock;hard rock;metal meltdown;2001
105359;jean patrick capdevielle;rock;rock;collection or;1992
105360;various artists;rock;soundtrack;last action hero;1993
105361;moke;rock;rock;moke;1998
105362;spanish fly;rock;;sf spanish fly;
105364;pete droge;rock;;spacey and shakin;
105365;janek ledecky nektery veci jsou jenom jednou;rock;;janek ledecky nektery veci jsou jenom jednou;
105366;time machine;rock;progressive metal;reviviscence;2004
105367;a europa;rock;pop;a europa;2002
105368;the knack;rock;;zoom;
105369;various artists;rock;rock;fmqb modern active rock mix volume 60;2002
105370;suicidal tendencies;rock;rock;the art of rebellion;1992
105371;ridin thumb;rock;funk;work it out;2002
105373;pearl jam;rock;;06 14 00 praha czech republic side b;2000
